player_id,player,team,year,squad,number,positions,pos_en,legend,overall,PAC,SHO,PAS,DRI,DEF,PHY,GK,enriched
yvon-le-roux,Le Roux,FRA,1986,FRA-1986-2826c4ec,7,ZAG,CB,False,79,69,48,65,57,77,76,47,statsbomb(0.88)
thierry-tusseau,Tusseau,FRA,1986,FRA-1986-2826c4ec,8,LE/ZAG,LB/CB,False,76,74,54,68,66,72,65,44,statsbomb(0.88)
luis-fernandez,Luis Fernandez,FRA,1986,FRA-1986-2826c4ec,9,VOL/MD,DM/RM,False,83,70,57,78,69,82,78,51,statsbomb(1.00)
michel-platini,Platini,FRA,1986,FRA-1986-2826c4ec,10,VOL/MC/MEI/MD,DM/CM/AM/RM,True,94,77,64,88,75,91,85,62,statsbomb(0.88)
jean-marc-ferreri,Ferreri,FRA,1986,FRA-1986-2826c4ec,11,VOL/MD/MC,DM/RM/CM,False,74,65,55,70,63,72,68,42,statsbomb(0.88)
alain-giresse,Giresse,FRA,1986,FRA-1986-2826c4ec,12,MC/ME/MEI,CM/LM/AM,False,85,74,67,85,79,73,70,53,statsbomb(0.88)
bernard-genghini,Genghini,FRA,1986,FRA-1986-2826c4ec,13,ME/MC/MEI,LM/CM/AM,False,75,73,63,68,72,61,62,43,statsbomb(0.88)
jean-tigana,Tigana,FRA,1986,FRA-1986-2826c4ec,14,VOL/MC/MD,DM/CM/RM,False,87,74,59,84,74,88,81,55,statsbomb(0.88)
philippe-vercruysse,Vercruysse,FRA,1986,FRA-1986-2826c4ec,15,MEI/ME,AM/LM,False,72,67,65,70,70,53,57,40,statsbomb(0.88)
bruno-bellone,Bellone,FRA,1986,FRA-1986-2826c4ec,16,PE/CA,LW/ST,False,76,75,71,67,76,51,61,44,statsbomb(0.88)
jean-pierre-papin,Papin,FRA,1986,FRA-1986-2826c4ec,17,CA/PD,ST/RW,False,78,75,81,66,73,46,74,46,statsbomb(0.88)
dominique-rocheteau,Rocheteau,FRA,1986,FRA-1986-2826c4ec,18,PD/PE/CA,RW/LW/ST,False,80,79,74,70,78,52,64,48,statsbomb(0.88)
yannick-stopyra,Stopyra,FRA,1986,FRA-1986-2826c4ec,19,CA,ST,False,77,74,80,67,73,47,74,45,statsbomb(0.88)
daniel-xuereb,Xuereb,FRA,1986,FRA-1986-2826c4ec,20,CA/PD,ST/RW,False,72,70,72,64,69,46,69,40,template
albert-rust,Rust,FRA,1986,FRA-1986-2826c4ec,22,GOL,GK,False,72,48,48,48,48,48,64,72,GK
andoni-zubizarreta,Zubizarreta,ESP,1986,ESP-1986-d22c7552,1,GOL,GK,True,88,48,48,48,48,48,80,88,GK
tomas-renones,Tomás,ESP,1986,ESP-1986-d22c7552,2,LD,RB,False,72,71,53,67,65,69,64,40,statsbomb(0.88)
jose-antonio-camacho,Camacho,ESP,1986,ESP-1986-d22c7552,3,LE/ZAG,LB/CB,False,82,79,57,74,71,79,69,50,statsbomb(0.88)
antonio-maceda,Maceda,ESP,1986,ESP-1986-d22c7552,4,ZAG,CB,False,78,68,48,65,57,76,75,46,statsbomb(0.88)
victor-munoz,V. Muñoz,ESP,1986,ESP-1986-d22c7552,5,MC,CM,False,79,71,64,80,75,70,69,47,statsbomb(0.88)
rafael-gordillo,Gordillo,ESP,1986,ESP-1986-d22c7552,6,LE,LB,False,83,80,56,71,70,75,68,51,statsbomb(0.88)
juan-antonio-senor,Señor,ESP,1986,ESP-1986-d22c7552,7,MEI/PD,AM/RW,False,78,71,68,76,76,54,59,46,statsbomb(0.88)
andoni-goikoetxea,Goikoetxea,ESP,1986,ESP-1986-d22c7552,8,ZAG,CB,False,79,69,51,67,57,79,81,47,statsbomb(1.00)
emilio-butragueno,Butragueño,ESP,1986,ESP-1986-d22c7552,9,CA,ST,True,90,85,95,74,83,48,81,58,statsbomb(0.88)
francisco-jose-carrasco,Carrasco,ESP,1986,ESP-1986-d22c7552,10,MEI/PE,AM/LW,False,79,72,69,78,77,56,62,47,template
julio-alberto,Julio Alberto,ESP,1986,ESP-1986-d22c7552,11,LD/ZAG,RB/CB,False,78,76,55,71,68,73,66,46,statsbomb(1.00)
quique-setien,Setién,ESP,1986,ESP-1986-d22c7552,12,MC/MEI,CM/AM,False,74,67,61,73,69,66,65,42,template
javier-urruticoechea,Urruti,ESP,1986,ESP-1986-d22c7552,13,GOL,GK,False,76,48,48,48,48,48,68,76,GK
ricardo-gallego,Gallego,ESP,1986,ESP-1986-d22c7552,14,MC/ME/MEI,CM/LM/AM,False,77,69,61,77,72,70,69,45,statsbomb(0.88)
chendo,Chendo,ESP,1986,ESP-1986-d22c7552,15,LD,RB,False,75,72,53,66,65,70,65,43,statsbomb(1.00)
hipolito-rincon,Rincón,ESP,1986,ESP-1986-d22c7552,16,CA/PE,ST/LW,False,76,73,76,67,72,47,72,44,template
francisco-lopez-alfaro,Francisco,ESP,1986,ESP-1986-d22c7552,17,VOL/MC/MD,DM/CM/RM,False,76,67,54,72,65,74,70,44,statsbomb(1.00)
ramon-caldere,Calderé,ESP,1986,ESP-1986-d22c7552,18,MC,CM,False,77,68,66,76,70,67,65,45,statsbomb(0.88)
julio-salinas,Salinas,ESP,1986,ESP-1986-d22c7552,19,CA,ST,False,77,73,79,66,71,46,72,45,statsbomb(0.88)
eloy,Eloy,ESP,1986,ESP-1986-d22c7552,20,CA,ST,False,75,72,76,65,69,45,70,43,statsbomb(0.88)
michel,Michel,ESP,1986,ESP-1986-d22c7552,21,MEI/PD,AM/RW,False,86,77,76,86,85,58,65,54,statsbomb(1.00)
juan-carlos-ablanedo,Ablanedo,ESP,1986,ESP-1986-d22c7552,22,GOL,GK,False,70,48,48,48,48,48,62,70,GK
harald-schumacher,Schumacher,GER,1986,GER-1986-aed6ca0b,1,GOL,GK,False,86,48,48,48,48,48,78,86,GK
hans-peter-briegel,Briegel,GER,1986,GER-1986-aed6ca0b,2,LE/ZAG/MD,LB/CB/RM,False,83,82,57,75,76,79,72,51,statsbomb(0.88)
andreas-brehme,Brehme,GER,1986,GER-1986-aed6ca0b,3,LE/LD/ME,LB/RB/LM,False,86,83,58,77,74,80,71,54,statsbomb(0.88)
karlheinz-forster,Förster,GER,1986,GER-1986-aed6ca0b,4,ZAG,CB,False,83,72,49,71,59,84,82,51,statsbomb(0.88)
matthias-herget,Herget,GER,1986,GER-1986-aed6ca0b,5,VOL/ZAG/MD,DM/CB/RM,False,78,67,54,72,63,75,71,46,statsbomb(0.88)
norbert-eder,Eder,GER,1986,GER-1986-aed6ca0b,6,ZAG/LE,CB/LB,False,75,68,48,67,58,76,75,43,statsbomb(0.88)
pierre-littbarski,Littbarski,GER,1986,GER-1986-aed6ca0b,7,PD/PE/ME,RW/LW/LM,False,84,83,76,72,83,53,64,52,statsbomb(0.88)
lothar-matthaus,Matthäus,GER,1986,GER-1986-aed6ca0b,8,VOL/MC/MD,DM/CM/RM,True,89,74,61,86,73,89,83,57,statsbomb(0.88)
rudi-voller,Völler,GER,1986,GER-1986-aed6ca0b,9,CA/PE,ST/LW,True,87,82,90,71,79,47,79,55,statsbomb(0.88)
felix-magath,Magath,GER,1986,GER-1986-aed6ca0b,10,VOL/MC/MD,DM/CM/RM,False,81,70,57,78,69,80,74,49,statsbomb(0.88)
karl-heinz-rummenigge,Rummenigge,GER,1986,GER-1986-aed6ca0b,11,CA/PD,ST/RW,True,88,83,89,73,80,48,82,56,statsbomb(0.88)
uli-stein,Stein,GER,1986,GER-1986-aed6ca0b,12,GOL,GK,False,72,48,48,48,48,48,64,72,GK
karl-allgower,Allgöwer,GER,1986,GER-1986-aed6ca0b,13,MEI/ME,AM/LM,False,74,68,66,73,73,54,60,42,template
thomas-berthold,Berthold,GER,1986,GER-1986-aed6ca0b,14,LD/ZAG/MD,RB/CB/RM,False,80,78,57,72,71,76,70,48,statsbomb(0.88)
klaus-augenthaler,Augenthaler,GER,1986,GER-1986-aed6ca0b,15,ZAG/VOL,CB/DM,False,82,71,49,68,58,80,81,50,statsbomb(0.88)
olaf-thon,Thon,GER,1986,GER-1986-aed6ca0b,16,VOL/MC/MEI/MD,DM/CM/AM/RM,False,80,68,56,76,66,79,74,48,template
ditmar-jakobs,Jakobs,GER,1986,GER-1986-aed6ca0b,17,ZAG/LE,CB/LB,False,73,66,47,64,55,75,74,41,statsbomb(0.88)
uwe-rahn,Rahn,GER,1986,GER-1986-aed6ca0b,18,PD/CA/ME,RW/ST/LM,False,75,74,70,68,74,52,62,43,template
klaus-allofs,Allofs,GER,1986,GER-1986-aed6ca0b,19,CA/PE,ST/LW,False,81,78,84,72,77,46,77,49,statsbomb(0.88)
dieter-hoeness,D. Hoeneß,GER,1986,GER-1986-aed6ca0b,20,CA,ST,False,76,73,76,67,72,47,72,44,template
wolfgang-rolff,Rolff,GER,1986,GER-1986-aed6ca0b,21,VOL/MD/ME,DM/RM/LM,False,72,63,52,67,60,70,68,40,statsbomb(0.88)
eike-immel,Immel,GER,1986,GER-1986-aed6ca0b,22,GOL,GK,False,72,48,48,48,48,48,64,72,GK
ezzaki-badou,Badou,MAR,1986,MAR-1986-73335111,1,GOL,GK,True,87,48,48,48,48,48,79,87,GK
labid-khalifa,Khalifa,MAR,1986,MAR-1986-73335111,2,LD,RB,False,68,68,51,66,64,71,64,40,statsbomb(0.88)
abdelmajid-lamriss,Lamriss,MAR,1986,MAR-1986-73335111,3,ZAG,CB,False,74,67,47,69,58,78,74,42,statsbomb(0.88)
mustapha-el-biyaz,El Biyaz,MAR,1986,MAR-1986-73335111,4,ZAG,CB,False,75,67,48,65,57,81,76,43,statsbomb(0.88)
noureddine-bouyahyaoui,Bouyahyaoui,MAR,1986,MAR-1986-73335111,5,ZAG,CB,False,75,67,47,67,56,80,76,43,statsbomb(0.88)
abdelmajid-dolmy,Dolmy,MAR,1986,MAR-1986-73335111,6,VOL/MC/PD/MD,DM/CM/RW/RM,False,81,69,56,80,66,82,75,49,statsbomb(0.88)
mustafa-el-haddaoui,El Haddaoui,MAR,1986,MAR-1986-73335111,7,MC/MEI,CM/AM,False,78,69,62,77,72,70,68,46,statsbomb(0.88)
aziz-bouderbala,Bouderbala,MAR,1986,MAR-1986-73335111,8,MEI/ME,AM/LM,True,83,77,73,85,87,57,64,51,statsbomb(0.88)
abdelkrim-merry,Merry Krimau,MAR,1986,MAR-1986-73335111,9,CA,ST,False,77,74,80,66,71,46,76,45,statsbomb(0.88)
mohamed-timoumi,Timoumi,MAR,1986,MAR-1986-73335111,10,MC/MEI,CM/AM,True,85,74,66,87,78,72,69,53,statsbomb(0.88)
mustafa-merry,M. Merry,MAR,1986,MAR-1986-73335111,11,CA,ST,False,74,72,74,65,70,47,71,42,template
salahdine-hmied,Hmied,MAR,1986,MAR-1986-73335111,12,GOL,GK,False,70,48,48,48,48,48,62,70,GK
abdelfettah-rhiati,Rhiati,MAR,1986,MAR-1986-73335111,13,CA,ST,False,73,71,73,65,69,47,70,41,template
lahcen-ouadani,Ouadani,MAR,1986,MAR-1986-73335111,14,LE,LB,False,72,70,52,65,63,70,64,40,statsbomb(0.88)
mouncif-el-haddaoui,M. El Haddaoui,MAR,1986,MAR-1986-73335111,15,MC,CM,False,74,67,61,73,69,66,65,42,template
azzedine-amanallah,Amanallah,MAR,1986,MAR-1986-73335111,16,MC/MEI,CM/AM,False,73,66,60,72,68,66,64,41,template
abderrazak-khairi,Khairi,MAR,1986,MAR-1986-73335111,17,PE/CA,LW/ST,False,79,78,75,71,77,56,65,47,statsbomb(0.88)
mohammed-sahil,Sahil,MAR,1986,MAR-1986-73335111,18,MC,CM,False,73,66,60,72,68,66,64,41,template
fadel-jilal,Jilal,MAR,1986,MAR-1986-73335111,19,MC,CM,False,73,66,60,72,68,66,64,41,template
abdellah-bidane,Bidane,MAR,1986,MAR-1986-73335111,20,ZAG,CB,False,72,66,48,64,56,72,71,40,template
abdelaziz-souleimani,Souleimani,MAR,1986,MAR-1986-73335111,21,MC,CM,False,72,66,60,72,68,65,64,40,template
abdelfettah-mouddani,Mouddani,MAR,1986,MAR-1986-73335111,22,GOL,GK,False,68,48,48,48,48,48,60,68,GK
giovanni-galli,Galli,ITA,1986,ITA-1986-a2f072f8,1,GOL,GK,False,80,48,48,48,48,48,72,80,GK
giuseppe-bergomi,Bergomi,ITA,1986,ITA-1986-a2f072f8,2,ZAG/LD,CB/RB,False,84,72,49,70,59,85,82,52,statsbomb(0.88)
antonio-cabrini,Cabrini,ITA,1986,ITA-1986-a2f072f8,3,LE/LD,LB/RB,False,83,80,58,76,72,78,74,51,statsbomb(0.88)
fulvio-collovati,Collovati,ITA,1986,ITA-1986-a2f072f8,4,ZAG,CB,False,76,67,48,64,56,75,73,44,statsbomb(0.88)
sebastiano-nela,Nela,ITA,1986,ITA-1986-a2f072f8,5,LD/ZAG,RB/CB,False,73,72,54,67,66,70,64,41,template
gaetano-scirea,Scirea,ITA,1986,ITA-1986-a2f072f8,6,VOL/ZAG/MD,DM/CB/RM,True,92,75,58,86,73,94,82,60,statsbomb(0.88)
roberto-tricella,Tricella,ITA,1986,ITA-1986-a2f072f8,7,ZAG,CB,False,74,67,48,65,57,74,73,42,template
pietro-vierchowod,Vierchowod,ITA,1986,ITA-1986-a2f072f8,8,ZAG,CB,False,80,70,49,68,58,85,80,48,statsbomb(0.88)
carlo-ancelotti,Ancelotti,ITA,1986,ITA-1986-a2f072f8,9,MC,CM,False,80,70,64,79,73,70,68,48,template
salvatore-bagni,Bagni,ITA,1986,ITA-1986-a2f072f8,10,MD/VOL,RM/DM,False,76,75,64,72,76,63,66,44,statsbomb(0.88)
giuseppe-baresi,G. Baresi,ITA,1986,ITA-1986-a2f072f8,11,MD/VOL,RM/DM,False,75,72,62,68,70,60,61,43,statsbomb(0.88)
franco-tancredi,Tancredi,ITA,1986,ITA-1986-a2f072f8,12,GOL,GK,False,76,48,48,48,48,48,68,76,GK
fernando-de-napoli,De Napoli,ITA,1986,ITA-1986-a2f072f8,13,MC,CM,False,79,72,63,83,79,70,70,47,statsbomb(0.88)
antonio-di-gennaro,Di Gennaro,ITA,1986,ITA-1986-a2f072f8,14,ME/MEI,LM/AM,False,74,72,63,72,72,62,62,42,statsbomb(0.88)
marco-tardelli,Tardelli,ITA,1986,ITA-1986-a2f072f8,15,VOL/MD/MC,DM/RM/CM,False,85,71,58,80,68,83,78,53,template
bruno-conti,Conti,ITA,1986,ITA-1986-a2f072f8,16,PE/PD,LW/RW,False,83,83,77,77,85,54,65,51,statsbomb(0.88)
gianluca-vialli,Vialli,ITA,1986,ITA-1986-a2f072f8,17,CA,ST,False,84,79,83,70,76,46,77,52,statsbomb(0.88)
alessandro-altobelli,Altobelli,ITA,1986,ITA-1986-a2f072f8,18,CA,ST,False,85,81,90,73,79,47,78,53,statsbomb(0.88)
giuseppe-galderisi,Galderisi,ITA,1986,ITA-1986-a2f072f8,19,CA,ST,False,74,72,75,67,70,46,72,42,statsbomb(0.88)
paolo-rossi,P. Rossi,ITA,1986,ITA-1986-a2f072f8,20,CA,ST,True,88,83,87,73,80,49,81,56,template
aldo-serena,Serena,ITA,1986,ITA-1986-a2f072f8,21,CA,ST,False,77,74,77,67,72,47,73,45,template
walter-zenga,Zenga,ITA,1986,ITA-1986-a2f072f8,22,GOL,GK,False,78,48,48,48,48,48,70,78,GK
roberto-fernandez,Fernández,PAR,1986,PAR-1986-0e2244ca,1,GOL,GK,False,76,48,48,48,48,48,68,76,GK
juan-torales,Torales,PAR,1986,PAR-1986-0e2244ca,2,LD,RB,False,74,72,53,68,64,72,65,42,statsbomb(0.88)
cesar-zabala,Zabala,PAR,1986,PAR-1986-0e2244ca,3,ZAG,CB,False,72,65,47,65,55,75,72,40,statsbomb(0.88)
vladimiro-schettina,Schettina,PAR,1986,PAR-1986-0e2244ca,4,ZAG,CB,False,75,67,48,66,56,75,77,43,statsbomb(0.88)
rogelio-delgado,Delgado,PAR,1986,PAR-1986-0e2244ca,5,ZAG,CB,False,76,67,48,66,56,80,78,44,statsbomb(0.88)
jorge-amado-nunes,Nunes,PAR,1986,PAR-1986-0e2244ca,6,VOL/MD,DM/RM,False,75,67,55,74,67,75,69,43,statsbomb(0.88)
buenaventura-ferreira,Ferreira,PAR,1986,PAR-1986-0e2244ca,7,PE/ME,LW/LM,False,73,72,70,69,72,51,68,41,statsbomb(0.88)
julio-cesar-romero,Romero,PAR,1986,PAR-1986-0e2244ca,8,MC/MEI,CM/AM,True,82,72,68,83,76,74,69,50,statsbomb(0.88)
roberto-cabanas,Cabañas,PAR,1986,PAR-1986-0e2244ca,9,CA,ST,True,84,80,89,72,77,47,82,52,statsbomb(0.88)
adolfino-canete,Cañete,PAR,1986,PAR-1986-0e2244ca,10,MEI/PD,AM/RW,False,76,70,69,79,75,55,64,44,statsbomb(0.88)
alfredo-mendoza,Mendoza,PAR,1986,PAR-1986-0e2244ca,11,PE/CA,LW/ST,False,73,73,71,66,75,52,60,41,statsbomb(0.88)
jorge-battaglia,Battaglia,PAR,1986,PAR-1986-0e2244ca,12,GOL,GK,False,68,48,48,48,48,48,60,68,GK
virginio-caceres,Cáceres,PAR,1986,PAR-1986-0e2244ca,13,ZAG/LE,CB/LB,False,72,66,48,64,56,72,71,40,template
luis-caballero,Caballero,PAR,1986,PAR-1986-0e2244ca,14,LD/ZAG,RB/CB,False,70,69,53,65,64,68,63,40,template
eufemio-cabral,Cabral,PAR,1986,PAR-1986-0e2244ca,15,CA,ST,False,72,70,72,64,69,46,69,40,template
jorge-guasch,Guasch,PAR,1986,PAR-1986-0e2244ca,16,MC/ME/MEI,CM/LM/AM,False,70,64,58,69,65,64,63,40,statsbomb(0.88)
francisco-alcaraz,Alcaraz,PAR,1986,PAR-1986-0e2244ca,17,PD/CA,RW/ST,False,71,71,67,65,71,52,61,40,template
evaristo-isasi,Isasi,PAR,1986,PAR-1986-0e2244ca,18,PD/PE,RW/LW,False,73,72,68,67,72,52,61,41,template
rolando-chilavert,Chilavert,PAR,1986,PAR-1986-0e2244ca,19,ME/MD,LM/RM,False,72,70,62,68,70,60,62,40,template
ramon-hicks,Hicks,PAR,1986,PAR-1986-0e2244ca,20,CA/PE,ST/LW,False,73,70,72,62,67,45,68,41,statsbomb(0.88)
faustino-alonso,Alonso,PAR,1986,PAR-1986-0e2244ca,21,PE/PD,LW/RW,False,70,70,66,65,70,51,60,40,template
julian-coronel,Coronel,PAR,1986,PAR-1986-0e2244ca,22,GOL,GK,False,66,48,48,48,48,48,58,66,GK
pablo-larios,Larios,MEX,1986,MEX-1986-363480bd,1,GOL,GK,False,78,48,48,48,48,48,70,78,GK
mario-trejo,Trejo,MEX,1986,MEX-1986-363480bd,2,LD/MD,RB/RM,False,75,73,53,67,65,70,65,43,statsbomb(0.88)
fernando-quirarte,Quirarte,MEX,1986,MEX-1986-363480bd,3,ZAG/LD,CB/RB,False,79,69,50,68,58,84,82,47,statsbomb(0.88)
armando-manzo,Manzo,MEX,1986,MEX-1986-363480bd,4,ZAG,CB,False,74,67,48,65,57,74,73,42,template
francisco-javier-cruz,Cruz,MEX,1986,MEX-1986-363480bd,5,CA/PD,ST/RW,False,73,71,73,65,69,47,70,41,template
carlos-de-los-cobos,De los Cobos,MEX,1986,MEX-1986-363480bd,6,MC/ME/MEI,CM/LM/AM,False,75,67,60,73,69,67,65,43,statsbomb(0.88)
miguel-espana,España,MEX,1986,MEX-1986-363480bd,7,VOL/MD,DM/RM,False,77,67,54,73,64,76,73,45,statsbomb(0.88)
alejandro-dominguez,Domínguez,MEX,1986,MEX-1986-363480bd,8,VOL/MC/MD,DM/CM/RM,False,72,64,54,69,62,71,69,40,template
hugo-sanchez,Hugo Sánchez,MEX,1986,MEX-1986-363480bd,9,CA/PE,ST/LW,True,88,83,91,74,80,48,82,56,statsbomb(1.00)
tomas-boy,Boy,MEX,1986,MEX-1986-363480bd,10,MC/MEI,CM/AM,False,80,71,64,80,74,69,68,48,statsbomb(0.88)
carlos-hermosillo,Hermosillo,MEX,1986,MEX-1986-363480bd,11,CA/PD,ST/RW,False,76,73,76,67,72,47,72,44,template
ignacio-rodriguez,I. Rodríguez,MEX,1986,MEX-1986-363480bd,12,GOL,GK,False,70,48,48,48,48,48,62,70,GK
javier-aguirre,Aguirre,MEX,1986,MEX-1986-363480bd,13,VOL/MD,DM/RM,False,76,66,56,72,65,75,77,44,statsbomb(0.88)
felix-cruz,F. Cruz,MEX,1986,MEX-1986-363480bd,14,LE/ME,LB/LM,False,73,71,52,67,65,72,66,41,statsbomb(0.88)
luis-flores,Flores,MEX,1986,MEX-1986-363480bd,15,PD/CA,RW/ST,False,78,77,73,69,77,52,64,46,statsbomb(0.88)
carlos-munoz,Muñoz,MEX,1986,MEX-1986-363480bd,16,VOL/MD/MC,DM/RM/CM,False,72,64,54,68,62,71,72,40,statsbomb(0.88)
raul-servin,Servín,MEX,1986,MEX-1986-363480bd,17,ZAG,CB,False,74,68,49,67,59,76,74,42,statsbomb(0.88)
rafael-amador,Amador,MEX,1986,MEX-1986-363480bd,18,LE/ZAG,LB/CB,False,73,72,54,67,66,70,64,41,template
javier-hernandez,J. Hernández,MEX,1986,MEX-1986-363480bd,19,ME/PE,LM/LW,False,72,70,62,68,70,60,62,40,template
olaf-heredia,Heredia,MEX,1986,MEX-1986-363480bd,20,GOL,GK,False,69,48,48,48,48,48,61,69,GK
cristobal-ortega,Ortega,MEX,1986,MEX-1986-363480bd,21,PE/CA,LW/ST,False,72,72,68,66,72,52,61,40,template
manuel-negrete,Negrete,MEX,1986,MEX-1986-363480bd,22,MEI/ME,AM/LM,False,81,73,73,84,80,56,63,49,statsbomb(1.00)
jozef-mlynarczyk,Młynarczyk,POL,1986,POL-1986-9b9db644,1,GOL,GK,False,79,48,48,48,48,48,71,79,GK
kazimierz-przybys,Przybyś,POL,1986,POL-1986-9b9db644,2,LD,RB,False,70,68,52,63,62,66,62,40,statsbomb(0.88)
wladyslaw-zmuda,Żmuda,POL,1986,POL-1986-9b9db644,3,ZAG,CB,True,83,72,50,70,60,82,81,51,template
marek-ostrowski,Ostrowski,POL,1986,POL-1986-9b9db644,4,ZAG,CB,False,74,68,48,68,60,76,75,42,statsbomb(0.88)
roman-wojcicki,Wójcicki,POL,1986,POL-1986-9b9db644,5,ZAG/LE,CB/LB,False,76,68,47,67,57,78,74,44,statsbomb(0.88)
waldemar-matysik,Matysik,POL,1986,POL-1986-9b9db644,6,VOL,DM,False,77,66,54,72,64,78,70,45,statsbomb(0.88)
ryszard-tarasiewicz,Tarasiewicz,POL,1986,POL-1986-9b9db644,7,MC/MEI,CM/AM,False,73,66,59,71,67,64,63,41,statsbomb(0.88)
jan-urban,Urban,POL,1986,POL-1986-9b9db644,8,PD/CA,RW/ST,False,75,75,71,69,77,53,64,43,statsbomb(0.88)
jan-karas,Karaś,POL,1986,POL-1986-9b9db644,9,MC/MEI,CM/AM,False,68,64,58,67,66,61,63,40,statsbomb(0.88)
stefan-majewski,Majewski,POL,1986,POL-1986-9b9db644,10,LD/ZAG,RB/CB,False,78,76,54,70,68,75,71,46,statsbomb(0.88)
wlodzimierz-smolarek,Smolarek,POL,1986,POL-1986-9b9db644,11,PE/PD,LW/RW,False,84,84,80,76,87,54,67,52,statsbomb(0.88)
jacek-kazimierski,Kazimierski,POL,1986,POL-1986-9b9db644,12,GOL,GK,False,72,48,48,48,48,48,64,72,GK
ryszard-komornicki,Komornicki,POL,1986,POL-1986-9b9db644,13,MC/MEI,CM/AM,False,72,66,60,74,70,65,63,40,statsbomb(0.88)
dariusz-kubicki,Kubicki,POL,1986,POL-1986-9b9db644,14,LD/LE,RB/LB,False,70,68,52,63,62,66,61,40,statsbomb(0.88)
andrzej-buncol,Buncol,POL,1986,POL-1986-9b9db644,15,MC/MEI,CM/AM,False,78,70,63,76,74,67,66,46,statsbomb(0.88)
andrzej-palasz,Pałasz,POL,1986,POL-1986-9b9db644,16,MC/MEI,CM/AM,False,75,67,61,74,70,67,66,43,template
andrzej-zgutczynski,Zgutczyński,POL,1986,POL-1986-9b9db644,17,CA,ST,False,68,67,68,62,66,46,66,40,template
krzysztof-pawlak,Pawlak,POL,1986,POL-1986-9b9db644,18,LE/ZAG,LB/CB,False,73,72,53,68,67,69,65,41,statsbomb(0.88)
jozef-wandzik,Wandzik,POL,1986,POL-1986-9b9db644,19,GOL,GK,False,65,48,48,48,48,48,57,65,GK
zbigniew-boniek,Boniek,POL,1986,POL-1986-9b9db644,20,ME/CA,LM/ST,True,92,88,76,84,88,68,72,60,statsbomb(0.88)
dariusz-dziekanowski,Dziekanowski,POL,1986,POL-1986-9b9db644,21,CA/PE,ST/LW,False,80,78,81,69,78,48,77,48,statsbomb(0.88)
jan-furtok,Furtok,POL,1986,POL-1986-9b9db644,22,CA,ST,False,72,69,70,62,66,44,68,40,statsbomb(0.88)
nery-pumpido,Pumpido,ARG,1990,ARG-1990-4fe030ba,1,GOL,GK,False,79,48,48,48,48,48,71,79,GK
sergio-batista,Batista,ARG,1990,ARG-1990-4fe030ba,2,VOL,DM,False,80,68,55,75,65,78,74,48,statsbomb(0.88)
abel-balbo,Balbo,ARG,1990,ARG-1990-4fe030ba,3,CA/PD,ST/RW,False,77,73,76,65,70,45,70,45,statsbomb(0.88)
jose-basualdo,Basualdo,ARG,1990,ARG-1990-4fe030ba,4,MD/VOL,RM/DM,False,77,75,65,73,75,64,65,45,statsbomb(0.88)
edgardo-bauza,Bauza,ARG,1990,ARG-1990-4fe030ba,5,ZAG,CB,False,74,67,48,65,57,74,73,42,template
gabriel-calderon,Calderón,ARG,1990,ARG-1990-4fe030ba,6,ME/MEI,LM/AM,False,76,73,63,69,72,60,63,44,statsbomb(0.88)
jorge-burruchaga,Burruchaga,ARG,1990,ARG-1990-4fe030ba,7,MD/MEI,RM/AM,False,81,78,68,75,79,63,66,49,statsbomb(0.88)
claudio-caniggia,Caniggia,ARG,1990,ARG-1990-4fe030ba,8,PD/CA/PE,RW/ST/LW,False,84,84,78,74,87,53,69,52,statsbomb(0.88)
gustavo-dezotti,Dezotti,ARG,1990,ARG-1990-4fe030ba,9,CA/PE,ST/LW,False,72,69,71,62,67,45,68,40,statsbomb(0.88)
diego-maradona,Maradona,ARG,1990,ARG-1990-4fe030ba,10,MEI/PE/CA,AM/LW/ST,True,92,81,79,94,92,59,69,60,statsbomb(0.88)
nestor-fabbri,Fabbri,ARG,1990,ARG-1990-4fe030ba,11,ZAG/LD,CB/RB,False,73,65,47,62,55,71,70,41,statsbomb(0.88)
sergio-goycochea,Goycochea,ARG,1990,ARG-1990-4fe030ba,12,GOL,GK,False,83,48,48,48,48,48,75,83,GK
nestor-lorenzo,Lorenzo,ARG,1990,ARG-1990-4fe030ba,13,ZAG/LE,CB/LB,False,73,65,47,63,55,72,71,41,statsbomb(0.88)
ricardo-giusti,Giusti,ARG,1990,ARG-1990-4fe030ba,14,VOL/MD/MC,DM/RM/CM,False,78,67,54,73,64,77,73,46,statsbomb(0.88)
pedro-monzon,Monzón,ARG,1990,ARG-1990-4fe030ba,15,LE/ZAG,LB/CB,False,73,71,53,65,64,69,65,41,statsbomb(0.88)
julio-olarticoechea,Olarticoechea,ARG,1990,ARG-1990-4fe030ba,16,LE/ME,LB/LM,False,76,74,54,68,68,72,66,44,statsbomb(0.88)
roberto-sensini,Sensini,ARG,1990,ARG-1990-4fe030ba,17,ZAG/LD,CB/RB,False,78,68,48,65,56,76,75,46,statsbomb(0.88)
jose-serrizuela,Serrizuela,ARG,1990,ARG-1990-4fe030ba,18,LD/ZAG,RB/CB,False,74,72,54,67,66,72,66,42,statsbomb(0.88)
oscar-ruggeri,Ruggeri,ARG,1990,ARG-1990-4fe030ba,19,ZAG,CB,False,83,72,49,69,59,82,84,51,statsbomb(0.88)
